Protein.Group,Genes,PG.MaxLFQ,CellType,Fraction,SampleName
Q9NPD3,EXOSC4,4813.349609375,EP,2,EP_F2
Q9NPD3,EXOSC4,16274.9951171875,EP,3,EP_F3
Q9NPD3,EXOSC4,22513.193359375,EP,4,EP_F4
Q9NPD3,EXOSC4,4440.01611328125,WO,1,WO_F1
Q9NPD3,EXOSC4,20470.083984375,WO,3,WO_F3
Q9NPD3,EXOSC4,7948.8466796875,WO,4,WO_F4
O94760,DDAH1,207881.53125,EP,1,EP_F1
O94760,DDAH1,423683.1875,EP,2,EP_F2
O94760,DDAH1,554315.6875,EP,3,EP_F3
O94760,DDAH1,334627.84375,EP,4,EP_F4
O94760,DDAH1,526094.25,WO,1,WO_F1
O94760,DDAH1,683938,WO,2,WO_F2
O94760,DDAH1,678287.5625,WO,3,WO_F3
O94760,DDAH1,827757.3125,WO,4,WO_F4
P67936,TPM4,7548.76611328125,EP,3,EP_F3
P67936,TPM4,62382.99609375,WO,1,WO_F1
P67936,TPM4,4824.66552734375,WO,3,WO_F3
P67936,TPM4,2843.373046875,WO,4,WO_F4
Q8NC56,LEMD2,11276.26953125,EP,2,EP_F2
Q8NC56,LEMD2,32349.166015625,EP,3,EP_F3
Q8NC56,LEMD2,27874.431640625,WO,2,WO_F2
Q8NC56,LEMD2,24879.927734375,WO,3,WO_F3
O75935,DCTN3,134865,EP,2,EP_F2
O75935,DCTN3,92460.4140625,EP,3,EP_F3
O75935,DCTN3,16032.23046875,EP,4,EP_F4
O75935,DCTN3,92757.3203125,WO,1,WO_F1
O75935,DCTN3,412355.6875,WO,2,WO_F2
O75935,DCTN3,212131.53125,WO,3,WO_F3
O75935,DCTN3,100750.5078125,WO,4,WO_F4
Q96BR5,COA7,847.71099853515625,EP,2,EP_F2
Q96BR5,COA7,2952.467041015625,WO,2,WO_F2
P46108,CRK,13992.1396484375,WO,1,WO_F1
Q8N2U0,TMEM256,7814.25830078125,EP,1,EP_F1
Q8N2U0,TMEM256,4005.320068359375,EP,2,EP_F2
Q8N2U0,TMEM256,18895.27734375,EP,4,EP_F4
Q8N2U0,TMEM256,1578.58837890625,WO,1,WO_F1
Q8N2U0,TMEM256,8018.55078125,WO,4,WO_F4
Q9P015,MRPL15,22715.248046875,WO,3,WO_F3
Q9NRG1,PRTFDC1,23657.04296875,EP,1,EP_F1
Q9NRG1,PRTFDC1,8014.923828125,WO,1,WO_F1
Q3ZCW2,LGALSL,5142.64208984375,EP,1,EP_F1
Q3ZCW2,LGALSL,4394.041015625,WO,1,WO_F1
Q3ZCW2,LGALSL,34543.6875,WO,2,WO_F2
P25205,MCM3,8832.4677734375,EP,2,EP_F2
P25205,MCM3,7932.615234375,WO,2,WO_F2
P25205,MCM3,5575.830078125,WO,3,WO_F3
P50579,METAP2,17185.40625,WO,2,WO_F2
Q16643,DBN1,9467.4189453125,EP,1,EP_F1
Q16643,DBN1,26910.17578125,EP,4,EP_F4
Q16643,DBN1,7883.28173828125,WO,1,WO_F1
Q16643,DBN1,26762.16015625,WO,4,WO_F4
P07737,PFN1,306693.875,WO,4,WO_F4
Q9C0D9,SELENOI,1860.8251953125,EP,1,EP_F1
Q9C0D9,SELENOI,4055.236572265625,EP,3,EP_F3
Q9C0D9,SELENOI,9355.103515625,EP,4,EP_F4
Q9C0D9,SELENOI,911.897216796875,WO,1,WO_F1
Q9C0D9,SELENOI,4272.85009765625,WO,3,WO_F3
Q9C0D9,SELENOI,4248.64794921875,WO,4,WO_F4
Q15777,MPPED2,7036.29052734375,WO,2,WO_F2
Q15777,MPPED2,4870.49853515625,WO,3,WO_F3
Q15777,MPPED2,5104.50634765625,WO,4,WO_F4
Q6IBS0,TWF2,6578.09521484375,EP,2,EP_F2
Q6IBS0,TWF2,9712.9423828125,WO,2,WO_F2
Q6IBS0,TWF2,10822.34375,WO,3,WO_F3
P06737,PYGL,380183.90625,EP,1,EP_F1
P06737,PYGL,505933.90625,EP,2,EP_F2
P06737,PYGL,449902.9375,EP,3,EP_F3
P06737,PYGL,342489.84375,EP,4,EP_F4
P06737,PYGL,145838.359375,WO,1,WO_F1
P06737,PYGL,144865.859375,WO,2,WO_F2
P11216,PYGB,94929.03125,EP,1,EP_F1
P11216,PYGB,343831.125,EP,2,EP_F2
P11216,PYGB,40655.73828125,WO,1,WO_F1
Q2TAA2,IAH1,9661.3115234375,EP,3,EP_F3
P62195,PSMC5,17029.810546875,EP,1,EP_F1
P62195,PSMC5,74126.0234375,EP,2,EP_F2
P62195,PSMC5,11541.0244140625,WO,1,WO_F1
P62195,PSMC5,37476.828125,WO,2,WO_F2
Q7Z7K0,CMC1,53133.359375,EP,2,EP_F2
Q7Z7K0,CMC1,2882.8505859375,EP,3,EP_F3
Q7Z7K0,CMC1,4113.59228515625,EP,4,EP_F4
Q7Z7K0,CMC1,9396.609375,WO,1,WO_F1
Q7Z7K0,CMC1,588699.25,WO,2,WO_F2
Q7Z7K0,CMC1,22750.646484375,WO,3,WO_F3
Q7Z7K0,CMC1,8551.01171875,WO,4,WO_F4
B1AK53,ESPN,4986.09130859375,EP,4,EP_F4
B1AK53,ESPN,107623.1796875,WO,1,WO_F1
B1AK53,ESPN,88091.3203125,WO,2,WO_F2
B1AK53,ESPN,27892.818359375,WO,3,WO_F3
B1AK53,ESPN,72932.3203125,WO,4,WO_F4
Q2TBA0,KLHL40,16513.193359375,WO,2,WO_F2
Q5VZF2,MBNL2,9168.5947265625,WO,1,WO_F1
Q5VZF2,MBNL2,1562.2962646484375,WO,2,WO_F2
Q5VZF2,MBNL2,1882.8968505859375,WO,3,WO_F3
Q5VZF2,MBNL2,14912.5947265625,WO,4,WO_F4
Q8N6N7,ACBD7,1102.0037841796875,WO,2,WO_F2
P36543,ATP6V1E1,38722.015625,EP,1,EP_F1
P36543,ATP6V1E1,49981.01171875,EP,2,EP_F2
P36543,ATP6V1E1,95685.8359375,WO,1,WO_F1
P36543,ATP6V1E1,44007.171875,WO,2,WO_F2
Q9BVM4,GGACT,3289.9189453125,WO,4,WO_F4
Q96ES7,SGF29,13089.76171875,WO,2,WO_F2
Q9HAV4,XPO5,6342.56298828125,EP,1,EP_F1
Q9HAV4,XPO5,6637.70458984375,EP,4,EP_F4
Q9HAV4,XPO5,2170.722412109375,WO,4,WO_F4
Q16637,SMN2,13744.259765625,WO,4,WO_F4
Q16637,SMN2,11578.505859375,WO,3,WO_F3
P04083,ANXA1,116899.3671875,EP,1,EP_F1
P04083,ANXA1,313883.375,WO,1,WO_F1
P04083,ANXA1,382032.625,WO,2,WO_F2
P04083,ANXA1,396010.34375,WO,3,WO_F3
P04083,ANXA1,301811.8125,WO,4,WO_F4
Q9GZT9,EGLN1,21416.40625,WO,1,WO_F1
Q96DG6,CMBL,21654.548828125,EP,1,EP_F1
Q96DG6,CMBL,58608.4375,EP,2,EP_F2
Q96DG6,CMBL,57148.47265625,EP,3,EP_F3
Q96DG6,CMBL,27894.1171875,EP,4,EP_F4
Q96DG6,CMBL,36848.765625,WO,1,WO_F1
Q96DG6,CMBL,47946.4921875,WO,2,WO_F2
Q96DG6,CMBL,105417.3671875,WO,3,WO_F3
Q96DG6,CMBL,33912.4609375,WO,4,WO_F4
A0PJW8,DAPL1,1793.934814453125,EP,3,EP_F3
A0PJW8,DAPL1,98369.0078125,WO,1,WO_F1
A0PJW8,DAPL1,145532.109375,WO,2,WO_F2
A0PJW8,DAPL1,112997.984375,WO,3,WO_F3
A0PJW8,DAPL1,42253.01953125,WO,4,WO_F4
Q14690,PDCD11,6823.76220703125,WO,2,WO_F2
Q96EK5,KIFBP,3599.362548828125,EP,3,EP_F3
Q96EK5,KIFBP,5332.2294921875,EP,4,EP_F4
Q96EK5,KIFBP,2791.662109375,WO,3,WO_F3
Q4V328,GRIPAP1,22392.095703125,EP,2,EP_F2
Q4V328,GRIPAP1,68075.484375,WO,1,WO_F1
Q4V328,GRIPAP1,122674.6015625,WO,2,WO_F2
Q4V328,GRIPAP1,88861.7734375,WO,3,WO_F3
O14610,GNGT2,676771.8125,WO,1,WO_F1
P62913,RPL11,317785.75,EP,1,EP_F1
P62913,RPL11,544681.4375,EP,2,EP_F2
P62913,RPL11,379291.625,WO,1,WO_F1
P62913,RPL11,389359.84375,WO,2,WO_F2
P35754,GLRX,43381.23046875,WO,1,WO_F1
P35754,GLRX,47192.9609375,WO,2,WO_F2
P35754,GLRX,20748.626953125,WO,3,WO_F3
P35754,GLRX,29404.740234375,WO,4,WO_F4
Q9NXV6,CDKN2AIP,3828.34375,EP,1,EP_F1
Q9NXV6,CDKN2AIP,15928.3837890625,WO,1,WO_F1
Q9NXV6,CDKN2AIP,40847.78515625,WO,3,WO_F3
Q9NXV6,CDKN2AIP,14783.6787109375,WO,4,WO_F4
Q5T7V8,GORAB,6957.56689453125,WO,3,WO_F3
Q5T7V8,GORAB,7583.79541015625,WO,4,WO_F4
Q00610,CLTC,132428.296875,EP,1,EP_F1
Q00610,CLTC,233464.59375,EP,2,EP_F2
Q00610,CLTC,153028.96875,EP,3,EP_F3
Q00610,CLTC,147038.1875,EP,4,EP_F4
Q00610,CLTC,59927.7109375,WO,1,WO_F1
Q00610,CLTC,90308.765625,WO,2,WO_F2
P00813,ADA,5541.5380859375,WO,1,WO_F1
P00813,ADA,16045.681640625,WO,2,WO_F2
P00813,ADA,9482.0771484375,WO,3,WO_F3
P00813,ADA,4853.3427734375,WO,4,WO_F4
P40763,STAT3,19920.92578125,EP,1,EP_F1
P40763,STAT3,7527.41845703125,WO,1,WO_F1
O95716,RAB3D,109149.9921875,WO,1,WO_F1
Q9UNS2,COPS3,2656.49267578125,EP,4,EP_F4
Q9P0L0,VAPA,525052.25,WO,2,WO_F2
Q5VSY0,GKAP1,20615.119140625,WO,1,WO_F1
Q5VSY0,GKAP1,21151.923828125,WO,2,WO_F2
Q5VSY0,GKAP1,21182.79296875,WO,3,WO_F3
P51610,HCFC1,21734.578125,WO,4,WO_F4
Q96AQ6,PBXIP1,495271.3125,WO,4,WO_F4
P43320,CRYBB2,40127.375,EP,3,EP_F3
P43320,CRYBB2,156922.640625,WO,1,WO_F1
P43320,CRYBB2,128244.703125,WO,2,WO_F2
P43320,CRYBB2,203532.21875,WO,3,WO_F3
P43320,CRYBB2,116346.5625,WO,4,WO_F4
Q9C040,TRIM2,37251.87890625,WO,1,WO_F1
Q9C040,TRIM2,61530.3359375,WO,3,WO_F3
Q9C040,TRIM2,52990.11328125,WO,4,WO_F4
O75164,KDM4A,4291.6201171875,EP,1,EP_F1
Q9H4A4,RNPEP,10262.041015625,WO,1,WO_F1
O76094,SRP72,7670.474609375,WO,2,WO_F2
Q13126,MTAP,57025.26171875,WO,1,WO_F1
Q13126,MTAP,30764.55078125,WO,2,WO_F2
P23528,CFL1,321837.09375,EP,1,EP_F1
P23528,CFL1,1118612.375,EP,2,EP_F2
P23528,CFL1,680334.9375,EP,3,EP_F3
P23528,CFL1,530098.4375,EP,4,EP_F4
P23528,CFL1,901908.1875,WO,1,WO_F1
P23528,CFL1,1498096.5,WO,3,WO_F3
P23528,CFL1,1410953.625,WO,4,WO_F4
P60981,DSTN,119526.734375,EP,1,EP_F1
P60981,DSTN,406754.0625,EP,2,EP_F2
P60981,DSTN,183256.0625,EP,3,EP_F3
P60981,DSTN,127644.953125,EP,4,EP_F4
P60981,DSTN,189775.0625,WO,1,WO_F1
P60981,DSTN,617307.4375,WO,2,WO_F2
P60981,DSTN,132950.140625,WO,3,WO_F3
P60981,DSTN,140277.609375,WO,4,WO_F4
Q9Y281,CFL2,69138.625,EP,2,EP_F2
Q9Y281,CFL2,39934.88671875,EP,3,EP_F3
Q9Y281,CFL2,111805.203125,WO,1,WO_F1
Q9Y281,CFL2,112498.609375,WO,2,WO_F2
Q9Y281,CFL2,63361.06640625,WO,3,WO_F3
Q9Y281,CFL2,78858.75,WO,4,WO_F4
O60762,DPM1,14247.97265625,WO,2,WO_F2
Q9UJW0,DCTN4,8450.72265625,EP,1,EP_F1
Q9UJW0,DCTN4,64906.38671875,EP,2,EP_F2
Q9UJW0,DCTN4,39597.3515625,EP,3,EP_F3
Q9UJW0,DCTN4,7917.326171875,EP,4,EP_F4
Q9UJW0,DCTN4,5794.22509765625,WO,1,WO_F1
Q9UJW0,DCTN4,53305.12890625,WO,2,WO_F2
Q9UJW0,DCTN4,29899.77734375,WO,3,WO_F3
Q9UJW0,DCTN4,6460.044921875,WO,4,WO_F4
P48643,CCT5,105845.1796875,EP,4,EP_F4
P48643,CCT5,63834.66015625,WO,4,WO_F4
P59768,GNG2,9670.79296875,WO,2,WO_F2
P59768,GNG2,13235.4169921875,WO,3,WO_F3
P25325,MPST,34979.26953125,WO,3,WO_F3
Q13601,KRR1,11599.453125,WO,1,WO_F1
Q13601,KRR1,30024.76953125,WO,2,WO_F2
Q96I99,SUCLG2,42564.94921875,WO,2,WO_F2
Q9UEU0,VTI1B,20346.283203125,WO,1,WO_F1
Q9UEU0,VTI1B,17499.71484375,WO,2,WO_F2
P16949,STMN1,1108572.375,WO,1,WO_F1
P16949,STMN1,1511540.625,WO,3,WO_F3
P16949,STMN1,1156151.625,WO,4,WO_F4
Q9Y2R0,COA3,24453.162109375,EP,1,EP_F1
Q9Y2R0,COA3,44990.26171875,WO,1,WO_F1
Q9Y2R0,COA3,145321.140625,WO,2,WO_F2
Q8N511,TMEM199,8743.8740234375,WO,2,WO_F2
Q8N511,TMEM199,3030.361328125,WO,3,WO_F3
Q9Y530,OARD1,6482.34423828125,EP,1,EP_F1
Q9Y530,OARD1,5304.67578125,WO,1,WO_F1
Q01658,DR1,1774.2122802734375,WO,1,WO_F1
Q01658,DR1,36969.53125,WO,2,WO_F2
Q9BXK5,BCL2L13,16967.634765625,WO,1,WO_F1
Q9BXK5,BCL2L13,11313.9052734375,WO,2,WO_F2
Q9BXK5,BCL2L13,5398.91162109375,WO,4,WO_F4
O15294,OGT,2662.66845703125,WO,2,WO_F2
Q9BQS8,FYCO1,10804.181640625,EP,1,EP_F1
Q9BQS8,FYCO1,13210.26171875,EP,2,EP_F2
Q9BQS8,FYCO1,8660.267578125,WO,1,WO_F1
Q13557,CAMK2D,69411.078125,EP,1,EP_F1
P56134,ATP5MF,3095.704345703125,EP,1,EP_F1
P56134,ATP5MF,59182.35546875,EP,3,EP_F3
P56134,ATP5MF,93776.9765625,EP,4,EP_F4
P56134,ATP5MF,17186.6171875,WO,1,WO_F1
P56134,ATP5MF,15435.2138671875,WO,2,WO_F2
P56134,ATP5MF,80561.140625,WO,3,WO_F3
P56134,ATP5MF,27311.6328125,WO,4,WO_F4
Q7Z4H3,HDDC2,13515.517578125,WO,1,WO_F1
Q7Z4H3,HDDC2,15284.83984375,WO,2,WO_F2
Q7Z4H3,HDDC2,29370.990234375,WO,3,WO_F3
Q7Z4H3,HDDC2,23421.6953125,WO,4,WO_F4
Q01433,AMPD2,13139.6220703125,WO,1,WO_F1
Q01433,AMPD2,10691.505859375,WO,2,WO_F2
Q01433,AMPD2,15921.8095703125,WO,3,WO_F3
Q01433,AMPD2,30311.130859375,WO,4,WO_F4
P25686,DNAJB2,8202.0703125,EP,1,EP_F1
P25686,DNAJB2,20583.09765625,EP,2,EP_F2
P25686,DNAJB2,9641.3798828125,EP,3,EP_F3
P25686,DNAJB2,24462.125,EP,4,EP_F4
P25686,DNAJB2,36455.94140625,WO,1,WO_F1
P25686,DNAJB2,74415.625,WO,2,WO_F2
P25686,DNAJB2,45048.67578125,WO,3,WO_F3
P25686,DNAJB2,54670.5625,WO,4,WO_F4
Q9NTJ5,SACM1L,13009.7421875,EP,2,EP_F2
Q9NTJ5,SACM1L,24994.828125,EP,3,EP_F3
Q9NTJ5,SACM1L,12832.798828125,EP,4,EP_F4
Q9NTJ5,SACM1L,8061.3095703125,WO,2,WO_F2
Q9NTJ5,SACM1L,7377.64697265625,WO,3,WO_F3
P22234,PAICS,34784.14453125,EP,1,EP_F1
P22234,PAICS,100800.890625,EP,3,EP_F3
P22234,PAICS,53978.25390625,EP,4,EP_F4
P22234,PAICS,37947.53515625,WO,1,WO_F1
P22234,PAICS,56476.34765625,WO,3,WO_F3
P22234,PAICS,34927.55859375,WO,4,WO_F4
P61106,RAB14,178646.21875,EP,1,EP_F1
P61106,RAB14,107584.8203125,EP,4,EP_F4
P61106,RAB14,57408.34375,WO,1,WO_F1
P61106,RAB14,74118.5625,WO,2,WO_F2
P61106,RAB14,25146.705078125,WO,3,WO_F3
P20700,LMNB1,561573.625,WO,1,WO_F1
P20700,LMNB1,1319135.875,WO,2,WO_F2
P20700,LMNB1,945217.3125,WO,3,WO_F3
P20700,LMNB1,478124.625,WO,4,WO_F4
Q8WZ74,CTTNBP2,13811.638671875,WO,1,WO_F1
Q9UMR2,DDX19B,10321.1259765625,WO,4,WO_F4
Q5SSJ5,HP1BP3,332999.90625,EP,2,EP_F2
Q5SSJ5,HP1BP3,1032817.625,WO,1,WO_F1
Q5SSJ5,HP1BP3,1412609,WO,2,WO_F2
Q5SSJ5,HP1BP3,1143881.25,WO,3,WO_F3
Q5SSJ5,HP1BP3,675393.9375,WO,4,WO_F4
Q14764,MVP,21066.576171875,EP,2,EP_F2
Q14764,MVP,25142.89453125,EP,3,EP_F3
Q14764,MVP,25829.2109375,WO,2,WO_F2
Q14764,MVP,15504.5537109375,WO,3,WO_F3
Q13435,SF3B2,182566.234375,WO,1,WO_F1
Q13435,SF3B2,650652.25,WO,2,WO_F2
Q13435,SF3B2,182010.109375,WO,3,WO_F3
Q8NC96,NECAP1,17267.244140625,EP,4,EP_F4
Q8NC96,NECAP1,25474.02734375,WO,4,WO_F4
P82979,SARNP,60709.15625,EP,1,EP_F1
P82979,SARNP,48457.43359375,EP,2,EP_F2
P82979,SARNP,1390281.5,WO,1,WO_F1
P82979,SARNP,1582492.875,WO,2,WO_F2
P82979,SARNP,455337.59375,WO,3,WO_F3
P82979,SARNP,652131.3125,WO,4,WO_F4
Q8WUM4,PDCD6IP,31520.404296875,EP,3,EP_F3
Q8WUM4,PDCD6IP,39052.61328125,WO,4,WO_F4
Q15637,SF1,6791.60693359375,EP,4,EP_F4
Q15637,SF1,413943.5,WO,1,WO_F1
Q15637,SF1,312202.1875,WO,2,WO_F2
Q15637,SF1,127077.453125,WO,3,WO_F3
Q15637,SF1,227032.328125,WO,4,WO_F4
Q96PU5,NEDD4L,11754.943359375,WO,2,WO_F2
P45880,VDAC2,397823.1875,EP,1,EP_F1
P45880,VDAC2,113598.828125,WO,1,WO_F1
P45880,VDAC2,111842.953125,WO,2,WO_F2
P29692,EEF1D,38150.578125,EP,3,EP_F3
P29692,EEF1D,17208.98828125,WO,1,WO_F1
P29692,EEF1D,51660.421875,WO,2,WO_F2
P29692,EEF1D,50864.234375,WO,3,WO_F3
P29692,EEF1D,33395.7109375,WO,4,WO_F4
P18583,SON,20696.1171875,EP,1,EP_F1
P18583,SON,80218.9453125,WO,1,WO_F1
P18583,SON,132927.015625,WO,2,WO_F2
P18583,SON,97728,WO,3,WO_F3
P18583,SON,59727.74609375,WO,4,WO_F4
P48637,GSS,457259,EP,1,EP_F1
P48637,GSS,932601.25,EP,2,EP_F2
P48637,GSS,822409.625,EP,3,EP_F3
P48637,GSS,695285.125,EP,4,EP_F4
P48637,GSS,391467.09375,WO,1,WO_F1
P48637,GSS,768546.9375,WO,2,WO_F2
P48637,GSS,565555.9375,WO,3,WO_F3
P48637,GSS,463755.03125,WO,4,WO_F4
O60231,DHX16,11808.685546875,WO,3,WO_F3
O14807,MRAS,12553.0498046875,WO,3,WO_F3
O14807,MRAS,28250.03125,WO,4,WO_F4
Q9NW64,RBM22,5699.0419921875,WO,1,WO_F1
Q9NW64,RBM22,13818.16015625,WO,3,WO_F3
Q9NW64,RBM22,6435.75048828125,WO,4,WO_F4
P38919,EIF4A3,86167.7109375,WO,1,WO_F1
P38919,EIF4A3,166773.3125,WO,3,WO_F3
P38919,EIF4A3,76550.3125,WO,4,WO_F4
Q86TI2,DPP9,5070.6103515625,WO,1,WO_F1
P06730,EIF4E,50314.484375,EP,2,EP_F2
P06730,EIF4E,36513.4296875,WO,1,WO_F1
Q92784,DPF3,8914.7294921875,WO,1,WO_F1
Q92784,DPF3,42818.5546875,WO,2,WO_F2
Q92784,DPF3,16617.330078125,WO,3,WO_F3
Q92784,DPF3,5128.23291015625,WO,4,WO_F4
O75151,PHF2,12403.40625,WO,4,WO_F4
Q01469,FABP5,1018835.875,EP,2,EP_F2
Q01469,FABP5,448383.34375,EP,3,EP_F3
Q01469,FABP5,475966.40625,WO,2,WO_F2
Q01469,FABP5,220728.96875,WO,3,WO_F3
P46821,MAP1B,831555,WO,1,WO_F1
P46821,MAP1B,1351235.5,WO,3,WO_F3
P46821,MAP1B,1041769.125,WO,4,WO_F4
Q96A72,MAGOHB,315932.65625,EP,1,EP_F1
Q96A72,MAGOHB,311147.84375,EP,2,EP_F2
Q96A72,MAGOHB,261021.578125,EP,3,EP_F3
Q96A72,MAGOHB,442352.5625,EP,4,EP_F4
Q96A72,MAGOHB,99188.1484375,WO,1,WO_F1
Q96A72,MAGOHB,80736.6796875,WO,2,WO_F2
Q96A72,MAGOHB,46788.9296875,WO,3,WO_F3
Q96A72,MAGOHB,75726.6328125,WO,4,WO_F4
Q9NVA2,SEPTIN11,461605.84375,WO,2,WO_F2
Q9NVA2,SEPTIN11,146272.25,WO,3,WO_F3
Q9NVA2,SEPTIN11,193439.796875,WO,4,WO_F4
Q8N8I0,SAMD12,9265.271484375,WO,1,WO_F1
Q8N8I0,SAMD12,8348.0048828125,WO,2,WO_F2
Q8N8I0,SAMD12,8933.5126953125,WO,4,WO_F4
Q92990,GLMN,21922.306640625,EP,3,EP_F3
Q92990,GLMN,7667.599609375,EP,4,EP_F4
Q92990,GLMN,19053.24609375,WO,3,WO_F3
Q92990,GLMN,4095.78564453125,WO,4,WO_F4
P78346,RPP30,2985.17138671875,EP,1,EP_F1
P78346,RPP30,2417.803466796875,EP,4,EP_F4
P78346,RPP30,3505.59326171875,WO,4,WO_F4
Q15691,MAPRE1,32449.587890625,EP,1,EP_F1
Q15691,MAPRE1,162131.46875,WO,1,WO_F1
Q15691,MAPRE1,300130.96875,WO,2,WO_F2
Q15691,MAPRE1,217548.90625,WO,3,WO_F3
Q15691,MAPRE1,372109.875,WO,4,WO_F4
Q9UPY8,MAPRE3,22082.544921875,EP,1,EP_F1
Q9UPY8,MAPRE3,15764.2998046875,EP,2,EP_F2
Q9UPY8,MAPRE3,24246.59765625,EP,3,EP_F3
Q9UPY8,MAPRE3,28707.322265625,EP,4,EP_F4
Q9UPY8,MAPRE3,37063.125,WO,1,WO_F1
Q9UPY8,MAPRE3,34646.47265625,WO,2,WO_F2
Q9UPY8,MAPRE3,97483.5,WO,3,WO_F3
Q9UPY8,MAPRE3,80446.2734375,WO,4,WO_F4
Q9Y6G5,COMMD10,2295.220703125,EP,3,EP_F3
Q9Y6G5,COMMD10,6036.61279296875,WO,4,WO_F4
P21796,VDAC1,916483.4375,EP,1,EP_F1
P21796,VDAC1,1183074.375,EP,2,EP_F2
P21796,VDAC1,1375562,EP,3,EP_F3
P21796,VDAC1,1061447.75,EP,4,EP_F4
P21796,VDAC1,212956.34375,WO,1,WO_F1
P21796,VDAC1,219966.859375,WO,2,WO_F2
P21796,VDAC1,427923.03125,WO,3,WO_F3
P21796,VDAC1,227475.3125,WO,4,WO_F4
Q99816,TSG101,24283.060546875,WO,1,WO_F1
Q99816,TSG101,34980.41796875,WO,2,WO_F2
Q9NR56,MBNL1,84018.8203125,WO,1,WO_F1
Q9NR56,MBNL1,36572.6640625,WO,3,WO_F3
Q9NR56,MBNL1,35826.90625,WO,4,WO_F4
P54725,RAD23A,4345.93798828125,EP,1,EP_F1
P54725,RAD23A,15256.060546875,EP,2,EP_F2
P54725,RAD23A,22179.169921875,EP,4,EP_F4
P54725,RAD23A,7438.369140625,WO,1,WO_F1
P54725,RAD23A,22106.583984375,WO,2,WO_F2
P54725,RAD23A,93405.328125,WO,3,WO_F3
P54725,RAD23A,21886.533203125,WO,4,WO_F4
Q96JE9,MAP6,1960779,WO,2,WO_F2
Q96JE9,MAP6,973257.9375,WO,3,WO_F3
Q96JE9,MAP6,637890.125,WO,4,WO_F4
P61019,RAB2A,164370.0625,EP,1,EP_F1
P61019,RAB2A,106925.2265625,EP,2,EP_F2
P61019,RAB2A,129519.7734375,EP,3,EP_F3
P61019,RAB2A,153269.28125,EP,4,EP_F4
P61019,RAB2A,36543.15234375,WO,1,WO_F1
P60660,MYL6,20763.85546875,EP,2,EP_F2
P60660,MYL6,11686.2021484375,EP,3,EP_F3
P60660,MYL6,5313.62158203125,WO,1,WO_F1
P60660,MYL6,19875.298828125,WO,2,WO_F2
P60660,MYL6,11905.8212890625,WO,3,WO_F3
O94921,CDK14,14284.1650390625,WO,2,WO_F2
Q9Y277,VDAC3,276091.5625,EP,1,EP_F1
Q9Y277,VDAC3,653349.3125,EP,2,EP_F2
Q9Y277,VDAC3,811220.375,EP,3,EP_F3
Q9Y277,VDAC3,554086.75,EP,4,EP_F4
Q9Y277,VDAC3,46969.91015625,WO,1,WO_F1
Q9Y277,VDAC3,205437,WO,2,WO_F2
Q9Y277,VDAC3,201269.828125,WO,3,WO_F3
Q9Y277,VDAC3,48061.6875,WO,4,WO_F4
P60709,ACTB,364442.59375,EP,2,EP_F2
P60709,ACTB,1006592.8125,EP,3,EP_F3
P60709,ACTB,1068847.75,EP,4,EP_F4
P60709,ACTB,1014674.5625,WO,1,WO_F1
P60709,ACTB,296250.40625,WO,2,WO_F2
P60709,ACTB,1513597.375,WO,3,WO_F3
P60709,ACTB,1459390.75,WO,4,WO_F4
P63261,ACTG1,165916.421875,WO,4,WO_F4
P29401,TKT,3314835.25,EP,1,EP_F1
P29401,TKT,5865153,EP,2,EP_F2
P29401,TKT,4298875,WO,1,WO_F1
Q499Z4,ZNF672,3738.198974609375,WO,1,WO_F1
Q499Z4,ZNF672,4705.38134765625,WO,2,WO_F2
Q9NZJ7,MTCH1,6289.59375,WO,4,WO_F4
Q6I9Y2,THOC7,10724.6611328125,EP,1,EP_F1
Q6I9Y2,THOC7,10623.8759765625,WO,1,WO_F1
P12235,SLC25A4,93341.1015625,EP,1,EP_F1
P12235,SLC25A4,133184.890625,EP,2,EP_F2
P12235,SLC25A4,156359.796875,EP,3,EP_F3
P12235,SLC25A4,165845.5,EP,4,EP_F4
P12235,SLC25A4,9979.0029296875,WO,1,WO_F1
P12235,SLC25A4,20174.20703125,WO,2,WO_F2
P12235,SLC25A4,19893.58203125,WO,3,WO_F3
P12235,SLC25A4,28009.783203125,WO,4,WO_F4
Q96F85,CNRIP1,10114.939453125,EP,1,EP_F1
Q96F85,CNRIP1,20390.427734375,EP,3,EP_F3
Q96F85,CNRIP1,14784.0654296875,EP,4,EP_F4
Q96F85,CNRIP1,29075.306640625,WO,1,WO_F1
Q96F85,CNRIP1,62613.078125,WO,3,WO_F3
Q96F85,CNRIP1,37930.765625,WO,4,WO_F4
Q7LG56,RRM2B,4734.7548828125,EP,1,EP_F1
Q7LG56,RRM2B,3986.867919921875,WO,1,WO_F1
Q04917,YWHAH,4240173.5,EP,2,EP_F2
Q04917,YWHAH,1651288,WO,2,WO_F2
Q92620,DHX38,2597.44482421875,WO,1,WO_F1
P51160,PDE6C,16354.5927734375,WO,1,WO_F1
Q9BWM7,SFXN3,105841.3359375,EP,3,EP_F3
Q9BWM7,SFXN3,45425.73046875,EP,4,EP_F4
P16520,GNB3,355407.84375,EP,2,EP_F2
P16520,GNB3,588445.8125,EP,3,EP_F3
Q9NSB8,HOMER2,5628.8935546875,WO,3,WO_F3
Q8N4P3,HDDC3,3170.6845703125,EP,4,EP_F4
