"SYMBOL","ENTREZID"
"ATG5","9474"
"ATG7","10533"
"ATG9A","79065"
"ATIC","471"
"ATL1","51062"
"ATL2","64225"
"ATL3","25923"
"ATN1","1822"
"ATOX1","475"
"ATP11C","286410"
"ATP13A1","57130"
"ATP1A1","476"
"ATP1A3","478"
"ATP1B1","481"
"ATP1B3","483"
"ATP23","91419"
"ATP2A2","488"
"ATP2B1","490"
"ATP2B4","493"
"ATP2C1","27032"
"ATP5F1A","498"
"ATP5F1B","506"
"ATP5F1C","509"
"ATP5F1D","513"
"ATP5IF1","93974"
"ATP5ME","521"
"ATP5MF","9551"
"ATP5MG","10632"
"ATP5MJ","9556"
"ATP5PB","515"
"ATP5PD","10476"
"ATP5PF","522"
"ATP5PO","539"
"ATP6AP1","537"
"ATP6AP2","10159"
"ATP6V0A1","535"
"ATP6V0A2","23545"
"ATP6V0C","527"
"ATP6V0D1","9114"
"ATP6V1A","523"
"ATP6V1B2","526"
"ATP6V1C1","528"
"ATP6V1E1","529"
"ATP6V1F","9296"
"ATP6V1G1","9550"
"ATP6V1G2","534"
"ATP6V1H","51606"
"ATP7A","538"
"ATP9A","10079"
"ATPAF1","64756"
"ATPAF2","91647"
"ATRAID","51374"
"ATRIP","84126"
"ATRN","8455"
"ATRX","546"
"ATXN1","6310"
"ATXN10","25814"
"ATXN2","6311"
"ATXN2L","11273"
"ATXN3","4287"
"ATXN7","6314"
"ATXN7L2","127002"
"ATXN7L3","56970"
"ATXN7L3B","552889"
"AUH","549"
"AUP1","550"
"AURKA","6790"
"AURKAIP1","54998"
"AURKB","9212"
"AUTS2","26053"
"AVEN","57099"
"AVL9","23080"
"AXIN1","8312"
"AZI2","64343"
"B3GALT6","126792"
"B3GAT3","26229"
"B3GLCT","145173"
"B3GNT2","10678"
"B4GALT1","2683"
"B4GALT3","8703"
"B4GALT4","8702"
"B4GALT7","11285"
"B4GAT1","11041"
"BABAM1","29086"
"BABAM2","9577"
"BACH1","571"
"BACH2","60468"
"BAD","572"
"BAG1","573"
"BAG2","9532"
"BAG3","9531"
"BAG4","9530"
"BAG5","9529"
"BAG6","7917"
"BAHCC1","57597"
"BAHD1","22893"
"BAIAP2","10458"
"BAIAP2L1","55971"
"BAK1","578"
"BAMBI","25805"
"BANF1","8815"
"BANP","54971"
"BAP1","8314"
"BARD1","580"
"BASP1","10409"
"BATF3","55509"
"BAX","581"
"BAZ1A","11177"
"BAZ1B","9031"
"BAZ2A","11176"
"BAZ2B","29994"
"BBS1","582"
"BBS2","583"
"BBS7","55212"
"BBX","56987"
"BCAM","4059"
"BCAP29","55973"
"BCAP31","10134"
"BCAR1","9564"
"BCAS2","10286"
"BCAS3","54828"
"BCAT1","586"
"BCAT2","587"
"BCCIP","56647"
"BCDIN3D","144233"
"BCKDHA","593"
"BCKDHB","594"
"BCKDK","10295"
"BCL10","8915"
"BCL11A","53335"
"BCL11B","64919"
"BCL2","596"
"BCL2L1","598"
"BCL2L11","10018"
"BCL2L13","23786"
"BCL7A","605"
"BCL7B","9275"
"BCL7C","9274"
"BCL9","607"
"BCL9L","283149"
"BCLAF1","9774"
"BCLAF3","256643"
"BCORL1","63035"
"BCR","613"
"BCS1L","617"
"BDH1","622"
"BDH2","56898"
"BDP1","55814"
"BECN1","8678"
"BEND3","57673"
"BEND7","222389"
"BET1","10282"
"BET1L","51272"
"BHLHE40","8553"
"BHLHE41","79365"
"BICD1","636"
"BICD2","23299"
"BICRA","29998"
"BIN1","274"
"BIN3","55909"
"BIRC5","332"
"BIRC6","57448"
"BLMH","642"
"BLOC1S1","2647"
"BLOC1S2","282991"
"BLOC1S3","388552"
"BLOC1S5","63915"
"BLOC1S6","26258"
"BLTP3A","54887"
"BLTP3B","23074"
"BLVRA","644"
"BLVRB","645"
"BLZF1","8548"
"BMI1","648"
"BMP10","27302"
"BMP2K","55589"
"BMPER","168667"
"BMPR1A","657"
"BMS1","9790"
"BNIP1","662"
"BNIP2","663"
"BNIP3L","665"
"BOD1L1","259282"
"BOLA1","51027"
"BOLA2B","654483"
"BOLA3","388962"
"BOP1","23246"
"BORCS5","118426"
"BORCS7","119032"
"BPHL","670"
"BPNT1","10380"
"BPTF","2186"
"BRAF","673"
"BRAP","8315"
"BRAT1","221927"
"BRCA1","672"
"BRCA2","675"
"BRCC3","79184"
"BRD1","23774"
"BRD2","6046"
"BRD3","8019"
"BRD4","23476"
"BRD7","29117"
"BRD8","10902"
"BRD9","65980"
"BRF1","2972"
"BRIP1","83990"
"BRIX1","55299"
"BRK1","55845"
"BRME1","79173"
"BRMS1","25855"
"BRMS1L","84312"
"BROX","148362"
"BRPF1","7862"
"BRPF3","27154"
"BRSK2","9024"
"BRWD1","54014"
"BSCL2","26580"
"BSDC1","55108"
"BSG","682"
"BSN","8927"
"BTAF1","9044"
"BTBD1","53339"
"BTBD2","55643"
"BTBD8","284697"
"BTD","686"
"BTF3","689"
"BTF3L4","91408"
"BTN2A1","11120"
"BTRC","8945"
"BUB1","699"
"BUB1B","701"
"BUB3","9184"
"BUD13","84811"
"BUD23","114049"
"BUD31","8896"
"BYSL","705"
"BZW1","9689"
"BZW2","28969"
"C11orf54","28970"
"C11orf68","83638"
"C11orf96","387763"
"C11orf98","102288414"
"C14orf93","60686"
"C15orf39","56905"
"C15orf40","123207"
"C16orf87","388272"
"C17orf75","64149"
"C18orf21","83608"
"C19orf12","83636"
"C19orf25","148223"
"C19orf47","126526"
"C19orf53","28974"
"C1D","10438"
"C1GALT1","56913"
"C1GALT1C1","29071"
"C1orf122","127687"
"C1orf131","128061"
"C1orf174","339448"
"C1orf226","400793"
"C1orf43","25912"
"C1orf50","79078"
"C1orf52","148423"
"C1orf53","388722"
"C1QBP","708"
"C22orf39","128977"
"C2CD5","9847"
"C2orf49","79074"
"C2orf68","388969"
"C2orf69","205327"
"C2orf76","130355"
"C3orf38","285237"
"C5orf22","55322"
"C5orf24","134553"
"C6orf120","387263"
"C6orf47","57827"
"C7orf25","79020"
"C7orf50","84310"
"C8orf33","65265"
"C8orf82","414919"
"C9orf40","55071"
"C9orf78","51759"
"C9orf85","138241"
"CA5B","11238"
"CA8","767"
"CAAP1","79886"
"CAB39","51719"
"CABLES1","91768"
"CACHD1","57685"
"CACNA2D1","781"
"CACNA2D2","9254"
"CACNB3","784"
"CACTIN","58509"
"CACUL1","143384"
"CACYBP","27101"
"CAD","790"
"CADM1","23705"
"CADM4","199731"
"CALCB","797"
"CALCOCO1","57658"
"CALD1","800"
"CALR","811"
"CALU","813"
"CALY","50632"
"CAMK1","8536"
"CAMK1D","57118"
"CAMK2D","817"
"CAMK2G","818"
"CAMKK2","10645"
"CAMLG","819"
"CAMSAP1","157922"
"CAMSAP2","23271"
"CAMSAP3","57662"
"CAND1","55832"
"CAND2","23066"
"CANT1","124583"
"CANX","821"
"CAP1","10487"
"CAP2","10486"
"CAPG","822"
"CAPN1","823"
"CAPN2","824"
"CAPN7","23473"
"CAPNS1","826"
"CAPRIN1","4076"
"CAPZA1","829"
"CAPZA2","830"
"CAPZB","832"
"CARD19","84270"
"CARHSP1","23589"
"CARM1","10498"
"CARMIL1","55604"
"CARNMT1","138199"
"CARS1","833"
"CARS2","79587"
"CASC3","22794"
"CASK","8573"
"CASKIN1","57524"
"CASKIN2","57513"
"CASP10","843"
"CASP14","23581"
"CASP2","835"
"CASP3","836"
"CASP6","839"
"CASP7","840"
"CASP8AP2","9994"
"CASP9","842"
"CAST","831"
"CASZ1","54897"
"CAV1","857"
"CAVIN1","284119"
"CBARP","255057"
"CBFA2T2","9139"
"CBFB","865"
"CBL","867"
"CBLB","868"
"CBLL1","79872"
"CBR1","873"
"CBR3","874"
"CBR4","84869"
"CBS","875"
"CBX1","10951"
"CBX2","84733"
"CBX3","11335"
"CBX4","8535"
"CBX5","23468"
"CBX6","23466"
"CBX7","23492"
"CBX8","57332"
"CC2D1A","54862"
"CC2D1B","200014"
"CCAR1","55749"
"CCAR2","57805"
"CCDC102A","92922"
"CCDC115","84317"
"CCDC117","150275"
"CCDC12","151903"
"CCDC124","115098"
"CCDC126","90693"
"CCDC127","133957"
"CCDC134","79879"
"CCDC137","339230"
"CCDC14","64770"
"CCDC167","154467"
"CCDC174","51244"
"CCDC22","28952"
"CCDC25","55246"
"CCDC28A","25901"
"CCDC43","124808"
"CCDC47","57003"
"CCDC50","152137"
"CCDC51","79714"
"CCDC59","29080"
"CCDC6","8030"
"CCDC71","64925"
"CCDC71L","168455"
"CCDC77","84318"
"CCDC8","83987"
"CCDC85B","11007"
"CCDC85C","317762"
"CCDC86","79080"
"CCDC88A","55704"
"CCDC88C","440193"
"CCDC9","26093"
"CCDC90B","60492"
"CCDC91","55297"
"CCDC92","80212"
"CCDC93","54520"
"CCDC97","90324"
"CCDC9B","388115"
"CCHCR1","54535"
"CCM2","83605"
"CCNA2","890"
"CCNB1","891"
"CCNB2","9133"
"CCNC","892"
"CCNH","902"
"CCNK","8812"
"CCNL1","57018"
"CCNL2","81669"
"CCNT1","904"
"CCNT2","905"
"CCNY","219771"
"CCNYL1","151195"
"CCP110","9738"
"CCS","9973"
"CCSAP","126731"
"CCT2","10576"
"CCT3","7203"
"CCT4","10575"
"CCT5","22948"
"CCT6A","908"
"CCT7","10574"
"CCT8","10694"
"CD109","135228"
"CD276","80381"
"CD2AP","23607"
"CD2BP2","10421"
"CD302","9936"
"CD320","51293"
"CD46","4179"
"CD47","961"
"CD55","1604"
"CD58","965"
"CD59","966"
"CD63","967"
"CD82","3732"
"CD83","9308"
"CD9","928"
"CD99L2","83692"
"CDAN1","146059"
"CDC123","8872"
"CDC16","8881"
"CDC20","991"
"CDC23","8697"
"CDC25C","995"
"CDC26","246184"
"CDC27","996"
"CDC34","997"
"CDC37","11140"
"CDC40","51362"
"CDC42","998"
"CDC42BPA","8476"
"CDC42BPB","9578"
"CDC42EP4","23580"
"CDC42SE1","56882"
"CDC45","8318"
"CDC5L","988"
"CDC6","990"
"CDC7","8317"
"CDC73","79577"
"CDCA2","157313"
"CDCA3","83461"
"CDCA5","113130"
"CDCA7","83879"
"CDCA8","55143"
"CDH2","1000"
"CDIPT","10423"
"CDK1","983"
"CDK11B","984"
"CDK12","51755"
"CDK13","8621"
"CDK16","5127"
"CDK19","23097"
"CDK2","1017"
"CDK2AP1","8099"
"CDK4","1019"
"CDK5","1020"
"CDK5RAP1","51654"
"CDK5RAP2","55755"
"CDK5RAP3","80279"
"CDK6","1021"
"CDK7","1022"
"CDK9","1025"
"CDKAL1","54901"
"CDKL5","6792"
"CDKN1A","1026"
"CDKN1B","1027"
"CDKN2AIP","55602"
"CDKN2C","1031"
"CDNF","441549"
"CDON","50937"
"CDPF1","150383"
"CDR2","1039"
"CDR2L","30850"
"CDS2","8760"
"CDT1","81620"
"CDV3","55573"
"CDX2","1045"
"CDYL","9425"
"CEBPA","1050"
"CEBPB","1051"
"CEBPZ","10153"
"CECR2","27443"
"CELF1","10658"
"CELF2","10659"
"CELSR2","1952"
"CEMIP2","23670"
"CENATAC","338657"
"CENPA","1058"
"CENPB","1059"
"CENPC","1060"
"CENPE","1062"
"CENPF","1063"
"CENPH","64946"
"CENPI","2491"
"CENPJ","55835"
"CENPK","64105"
"CENPL","91687"
"CENPM","79019"
"CENPN","55839"
"CENPO","79172"
"CENPP","401541"
"CENPQ","55166"
"CENPS","378708"
"CENPT","80152"
"CENPU","79682"
"CENPV","201161"
"CEP112","201134"
"CEP120","153241"
"CEP128","145508"
"CEP131","22994"
"CEP135","9662"
"CEP152","22995"
"CEP162","22832"
"CEP164","22897"
"CEP170","9859"
"CEP192","55125"
"CEP20","123811"
"CEP250","11190"
"CEP290","80184"
"CEP350","9857"
"CEP43","11116"
"CEP44","80817"
"CEP55","55165"
"CEP57","9702"
"CEP63","80254"
"CEP68","23177"
"CEP76","79959"
"CEP78","84131"
"CEP83","51134"
"CEP85","64793"
"CEP85L","387119"
"CEP95","90799"
"CEP97","79598"
"CEPT1","10390"
"CERCAM","51148"
"CERS1","10715"
"CERS2","29956"
"CERS5","91012"
"CERS6","253782"
"CERT1","10087"
"CES2","8824"
"CES3","23491"
"CETN2","1069"
"CETN3","1070"
"CFAP20","29105"
"CFAP298","56683"
"CFAP36","112942"
"CFAP410","755"
"CFAP418","157657"
"CFDP1","10428"
"CFI","3426"
"CFL1","1072"
"CFL2","1073"
"CGGBP1","8545"
"CGN","57530"
"CHAC1","79094"
"CHAC2","494143"
"CHAF1A","10036"
"CHAF1B","8208"
"CHAMP1","283489"
"CHCHD1","118487"
"CHCHD2","51142"
"CHCHD3","54927"
"CHCHD5","84269"
"CHCHD6","84303"
"CHCHD7","79145"
"CHD1","1105"
"CHD1L","9557"
"CHD2","1106"
"CHD3","1107"
"CHD4","1108"
"CHD6","84181"
"CHD7","55636"
"CHD8","57680"
"CHD9","80205"
"CHDH","55349"
"CHEK1","1111"
"CHEK2","11200"
"CHERP","10523"
"CHFR","55743"
"CHIC2","26511"
"CHID1","66005"
"CHM","1121"
"CHML","1122"
"CHMP1A","5119"
"CHMP1B","57132"
"CHMP2A","27243"
"CHMP2B","25978"
"CHMP3","51652"
"CHMP4A","29082"
"CHMP4B","128866"
"CHMP4C","92421"
"CHMP5","51510"
"CHMP6","79643"
"CHMP7","91782"
"CHN1","1123"
"CHORDC1","26973"
"CHP1","11261"
"CHRAC1","54108"
"CHST10","9486"
"CHST12","55501"
"CHST14","113189"
"CHST7","56548"
"CHTF18","63922"
"CHTF8","54921"
"CHTOP","26097"
"CHUK","1147"
"CHURC1","91612"
"CIAO1","9391"
"CIAO2A","84191"
"CIAO2B","51647"
"CIAO3","64428"
"CIAPIN1","57019"
"CIBAR1","137392"
"CIC","23152"
"CILP","8483"
"CINP","51550"
"CIP2A","57650"
"CIR1","9541"
"CIRBP","1153"
"CISD2","493856"
"CIT","11113"
"CIZ1","25792"
"CKAP2","26586"
"CKAP2L","150468"
"CKAP4","10970"
"CKAP5","9793"
"CKB","1152"
"CKMT1B","1159"
"CLASP1","23332"
"CLASP2","23122"
"CLASRP","11129"
"CLCC1","23155"
"CLCN3","1182"
"CLCN6","1185"
"CLCN7","1186"
"CLDND1","56650"
"CLEC3B","7123"
"CLGN","1047"
"CLIC1","1192"
"CLIC4","25932"
"CLINT1","9685"
"CLIP1","6249"
"CLIP2","7461"
"CLK1","1195"
"CLK2","1196"
"CLK4","57396"
"CLMN","79789"
"CLN3","1201"
"CLN5","1203"
"CLN6","54982"
"CLNS1A","1207"
"CLP1","10978"
"CLPB","81570"
"CLPP","8192"
"CLPTM1","1209"
"CLPTM1L","81037"
"CLPX","10845"
"CLSPN","63967"
"CLSTN3","9746"
"CLTA","1211"
"CLTB","1212"
"CLTC","1213"
"CLUAP1","23059"
"CLUH","23277"
"CLYBL","171425"
"CMAS","55907"
"CMBL","134147"
"CMC1","152100"
"CMC2","56942"
"CMC4","100272147"
"CMPK1","51727"
"CMSS1","84319"
"CMTR1","23070"
"CNDP2","55748"
"CNIH4","29097"
"CNN2","1265"
"CNN3","1266"
"CNNM2","54805"
"CNNM3","26505"
"CNNM4","26504"
"CNOT1","23019"
"CNOT10","25904"
"CNOT11","55571"
"CNOT2","4848"
"CNOT3","4849"
"CNOT4","4850"
"CNOT7","29883"
"CNP","1267"
"CNPY2","10330"
"CNPY3","10695"
"CNPY4","245812"
"CNRIP1","25927"
"CNTFR","1271"
"CNTN1","1272"
"CNTNAP1","8506"
"CNTRL","11064"
"CNTROB","116840"
"COA1","55744"
"COA3","28958"
"COA4","51287"
"COA5","493753"
"COA6","388753"
"COA7","65260"
"COASY","80347"
"COBL","23242"
"COBLL1","22837"
"COCH","1690"
"COG1","9382"
"COG2","22796"
"COG3","83548"
"COG4","25839"
"COG5","10466"
"COG6","57511"
"COG7","91949"
"COG8","84342"
"COIL","8161"
"COL14A1","7373"
"COL18A1","80781"
"COL2A1","1280"
"COL4A1","1282"
"COL4A2","1284"
"COL4A5","1287"
"COL6A1","1291"
"COL6A2","1292"
"COLGALT1","79709"
"COLGALT2","23127"
"COMMD1","150684"
"COMMD10","51397"
"COMMD2","51122"
"COMMD4","54939"
"COMMD6","170622"
"COMMD7","149951"
"COMT","1312"
"COMTD1","118881"
"COPA","1314"
"COPB1","1315"
"COPB2","9276"
"COPE","11316"
"COPG1","22820"
"COPG2","26958"
"COPS2","9318"
"COPS3","8533"
"COPS4","51138"
"COPS5","10987"
"COPS6","10980"
"COPS7A","50813"
"COPS7B","64708"
"COPS8","10920"
"COPZ1","22818"
"COQ3","51805"
"COQ5","84274"
"COQ6","51004"
"COQ7","10229"
"COQ8A","56997"
"COQ8B","79934"
"CORO1A","11151"
"CORO1B","57175"
"CORO1C","23603"
"CORO7","79585"
"COTL1","23406"
"COX11","1353"
"COX14","84987"
"COX15","1355"
"COX16","51241"
"COX17","10063"
"COX19","90639"
"COX20","116228"
"COX4I1","1327"
"COX5A","9377"
"COX5B","1329"
"COX6B1","1340"
"COX6C","1345"
"COX7A2","1347"
"COX7A2L","9167"
"COX7C","1350"
"CPD","1362"
"CPE","1363"
"CPEB4","80315"
"CPM","1368"
"CPNE1","8904"
"CPNE2","221184"
"CPNE3","8895"
"CPOX","1371"
"CPPED1","55313"
"CPQ","10404"
"CPS1","1373"
"CPSF1","29894"
"CPSF2","53981"
"CPSF3","51692"
"CPSF4","10898"
"CPSF6","11052"
"CPSF7","79869"
"CPT1A","1374"
"CPT2","1376"
"CPTP","80772"
"CPVL","54504"
"CRACD","57482"
"CRADD","8738"
"CRAMP1","57585"
"CRAT","1384"
"CRCP","27297"
"CREB1","1385"
"CREB5","9586"
"CREBBP","1387"
"CREG1","8804"
"CRELD1","78987"
"CRELD2","79174"
"CRIP2","1397"
"CRIPT","9419"
"CRISPLD1","83690"
"CRK","1398"
"CRKL","1399"
"CRLF3","51379"
"CRNKL1","51340"
"CROCC","9696"
"CROT","54677"
"CRTAP","10491"
"CRTC1","23373"
"CRTC2","200186"
"CRTC3","64784"
"CRYBG3","131544"
"CRYZ","1429"
"CRYZL1","9946"
"CS","1431"
"CSDE1","7812"
"CSE1L","1434"
"CSGALNACT2","55454"
"CSK","1445"
"CSNK1A1","1452"
"CSNK1D","1453"
"CSNK1E","1454"
"CSNK1G2","1455"
"CSNK1G3","1456"
"CSNK2A1","1457"
"CSNK2A2","1459"
"CSNK2B","1460"
"CSPP1","79848"
"CSRP1","1465"
"CSRP2","1466"
"CST3","1471"
"CSTB","1476"
"CSTF1","1477"
"CSTF2","1478"
"CSTF2T","23283"
"CSTF3","1479"
"CTBP1","1487"
"CTBP2","1488"
"CTBS","1486"
"CTCF","10664"
"CTDNEP1","23399"
"CTDP1","9150"
"CTDSPL","10217"
"CTDSPL2","51496"
"CTF1","1489"
"CTH","1491"
"CTIF","9811"
"CTNNA1","1495"
"CTNNA2","1496"
"CTNNAL1","8727"
"CTNNB1","1499"
"CTNNBL1","56259"
"CTNND1","1500"
"CTPS1","1503"
"CTPS2","56474"
"CTR9","9646"
"CTSA","5476"
"CTSB","1508"
"CTSC","1075"
"CTSF","8722"
"CTSH","1512"
"CTSL","1514"
"CTSV","1515"
"CTTN","2017"
"CTTNBP2","83992"
"CTTNBP2NL","55917"
"CTU1","90353"
"CTU2","348180"
"CUEDC1","404093"
"CUEDC2","79004"
"CUL1","8454"
"CUL2","8453"
"CUL3","8452"
"CUL4A","8451"
"CUL4B","8450"
"CUL5","8065"
"CUTA","51596"
"CUTC","51076"
"CUX1","1523"
"CWC15","51503"
"CWC25","54883"
"CWC27","10283"
"CWF19L1","55280"
"CWF19L2","143884"
"CXADR","1525"
"CXorf38","159013"
"CXXC1","30827"
"CXXC5","51523"
"CYB561D2","11068"
"CYB5B","80777"
"CYB5R1","51706"
"CYB5R3","1727"
"CYB5R4","51167"
"CYC1","1537"
"CYFIP1","23191"
"CYFIP2","26999"
"CYP20A1","57404"
"CYP2S1","29785"
"CYP51A1","1595"
"CYRIB","51571"
"CYTH1","9267"
"CZIB","54987"
"D2HGDH","728294"
"DAAM1","23002"
"DAB2IP","153090"
"DACH1","1602"
"DAD1","1603"
"DAG1","1605"
"DAGLB","221955"
"DAP","1611"
"DAP3","7818"
"DAPK3","1613"
"DARS1","1615"
"DARS2","55157"
"DAXX","1616"
"DAZAP1","26528"
"DBF4","10926"
"DBI","1622"
"DBN1","1627"
"DBNL","28988"
"DBR1","51163"
"DBT","1629"
"DCAF1","9730"
"DCAF10","79269"
"DCAF11","80344"
"DCAF12","25853"
"DCAF13","25879"
"DCAF15","90379"
"DCAF16","54876"
"DCAF4","26094"
"DCAF5","8816"
"DCAF6","55827"
"DCAF7","10238"
"DCAF8","50717"
"DCAKD","79877"
"DCBLD2","131566"
"DCK","1633"
"DCLK1","9201"
"DCLK2","166614"
"DCLRE1A","9937"
"DCP1A","55802"
"DCP1B","196513"
"DCP2","167227"
"DCPS","28960"
"DCTN1","1639"
"DCTN2","10540"
"DCTN3","11258"
"DCTN4","51164"
"DCTN5","84516"
"DCTN6","10671"
"DCTPP1","79077"
"DCUN1D1","54165"
"DCUN1D3","123879"
"DCUN1D4","23142"
"DCUN1D5","84259"
"DCXR","51181"
"DDA1","79016"
"DDAH1","23576"
"DDAH2","23564"
"DDB1","1642"
"DDB2","1643"
"DDHD1","80821"
"DDHD2","23259"
"DDI2","84301"
"DDOST","1650"
"DDR1","780"
"DDRGK1","65992"
"DDT","1652"
"DDX1","1653"
"DDX10","1662"
"DDX17","10521"
"DDX18","8886"
"DDX20","11218"
"DDX21","9188"
"DDX23","9416"
"DDX24","57062"
"DDX27","55661"
"DDX31","64794"
"DDX39A","10212"
"DDX39B","7919"
"DDX3X","1654"
"DDX41","51428"
"DDX42","11325"
"DDX46","9879"
"DDX47","51202"
"DDX49","54555"
"DDX5","1655"
"DDX50","79009"
"DDX51","317781"
"DDX52","11056"
"DDX54","79039"
"DDX55","57696"
"DDX56","54606"
"DDX59","83479"
"DDX6","1656"
"DEAF1","10522"
"DECR1","1666"
"DECR2","26063"
"DEGS1","8560"
"DEK","7913"
"DENND10","404636"
"DENND1A","57706"
"DENND4A","10260"
"DENND4C","55667"
"DENND6A","201627"
"DENR","8562"
"DEPDC1","55635"
"DEPDC1B","55789"
"DEPDC7","91614"
"DERA","51071"
"DERL1","79139"
"DERL2","51009"
"DERPC","113455421"
"DESI1","27351"
"DESI2","51029"
"DFFA","1676"
"DFFB","1677"
"DGAT1","8694"
"DGCR8","54487"
"DGKE","8526"
"DGKH","160851"
"DGKZ","8525"
"DGUOK","1716"
"DHCR24","1718"
"DHCR7","1717"
"DHFR","1719"
"DHODH","1723"
"DHPS","1725"
"DHRS1","115817"
"DHRS11","79154"
"DHRS4","10901"
"DHRS7","51635"
"DHRS7B","25979"
"DHRSX","207063"
"DHTKD1","55526"
"DHX15","1665"
"DHX16","8449"
"DHX29","54505"
"DHX30","22907"
"DHX33","56919"
"DHX34","9704"
"DHX35","60625"
"DHX36","170506"
"DHX37","57647"
"DHX38","9785"
"DHX40","79665"
"DHX57","90957"
"DHX8","1659"
"DHX9","1660"
"DIABLO","56616"
"DIAPH1","1729"
"DIAPH2","1730"
"DIAPH3","81624"
"DICER1","23405"
"DIDO1","11083"
"DIMT1","27292"
"DIP2A","23181"
"DIP2B","57609"
"DIP2C","22982"
"DIPK1B","138311"
"DIPK2A","205428"
"DIRAS1","148252"
"DIS3","22894"
"DIS3L","115752"
"DIS3L2","129563"
"DISC1","27185"
"DKC1","1736"
"DLAT","1737"
"DLD","1738"
"DLG1","1739"
"DLG3","1741"
"DLG5","9231"
"DLGAP4","22839"
"DLGAP5","9787"
"DLST","1743"
"DMAC2","55101"
"DMAC2L","27109"
"DMAP1","55929"
"DMD","1756"
"DNAAF10","116143"
"DNAAF2","55172"
"DNAAF5","54919"
"DNAJA1","3301"
"DNAJA2","10294"
"DNAJA3","9093"
"DNAJB1","3337"
"DNAJB11","51726"
"DNAJB12","54788"
"DNAJB14","79982"
"DNAJB2","3300"
"DNAJB4","11080"
"DNAJB6","10049"
"DNAJB9","4189"
"DNAJC1","64215"
"DNAJC10","54431"
"DNAJC11","55735"
"DNAJC13","23317"
"DNAJC16","23341"
"DNAJC17","55192"
"DNAJC19","131118"
"DNAJC2","27000"
"DNAJC21","134218"
"DNAJC28","54943"
"DNAJC3","5611"
"DNAJC5","80331"
"DNAJC6","9829"
"DNAJC7","7266"
"DNAJC8","22826"
"DNAJC9","23234"
"DNAL1","83544"
"DNASE2","1777"
"DNM1","1759"
"DNM1L","10059"
"DNM2","1785"
"DNM3","26052"
"DNMBP","23268"
"DNMT1","1786"
"DNMT3A","1788"
"DNMT3B","1789"
"DNPEP","23549"
"DNPH1","10591"
"DNTTIP1","116092"
"DNTTIP2","30836"
"DOCK1","1793"
"DOCK11","139818"
"DOCK5","80005"
"DOCK7","85440"
"DOHH","83475"
"DOLPP1","57171"
"DONSON","29980"
"DOP1B","9980"
"DOT1L","84444"
"DPAGT1","1798"
"DPCD","25911"
"DPF1","8193"
"DPF2","5977"
"DPF3","8110"
"DPH1","1801"
"DPH2","1802"
"DPH5","51611"
"DPM1","8813"
"DPP3","10072"
"DPP8","54878"
"DPP9","91039"
"DPY19L1","23333"
"DPY30","84661"
"DPYSL2","1808"
"DPYSL4","10570"
"DPYSL5","56896"
"DR1","1810"
"DRAP1","10589"
"DRG1","4733"
"DRG2","1819"
"DROSHA","29102"
"DSC2","1824"
"DSC3","1825"
"DSCC1","79075"
"DSG1","1828"
"DSG2","1829"
"DSN1","79980"
"DSP","1832"
"DST","667"
"DSTN","11034"
"DSTYK","25778"
"DTD1","92675"
"DTD2","112487"
"DTL","51514"
"DTNA","1837"
"DTNB","1838"
"DTNBP1","84062"
"DTWD2","285605"
"DTX3L","151636"
"DTYMK","1841"
"DUS1L","64118"
"DUS2","54920"
"DUS3L","56931"
"DUSP11","8446"
"DUSP12","11266"
"DUSP22","56940"
"DUSP3","1845"
"DUSP9","1852"
"DUT","1854"
"DVL2","1856"
"DVL3","1857"
"DXO","1797"
"DYNC1H1","1778"
"DYNC1I1","1780"
"DYNC1I2","1781"
"DYNC1LI1","51143"
"DYNC1LI2","1783"
"DYNC2H1","79659"
"DYNC2I1","55112"
"DYNC2I2","89891"
"DYNC2LI1","51626"
"DYNLL1","8655"
"DYNLL2","140735"
"DYNLRB1","83658"
"DYNLT1","6993"
"DYNLT2B","255758"
"DYNLT3","6990"
"DYRK1A","1859"
"DYRK1B","9149"
"DZIP3","9666"
"E2F3","1871"
"E2F6","1876"
"E4F1","1877"
"EAF1","85403"
"EAPP","55837"
"EARS2","124454"
"EBAG9","9166"
"EBF3","253738"
"EBNA1BP2","10969"
"EBP","10682"
"ECD","11319"
"ECE1","1889"
"ECH1","1891"
"ECHDC1","55862"
"ECHS1","1892"
"ECI1","1632"
"ECI2","10455"
"ECPAS","23392"
"ECSIT","51295"
"ECT2","1894"
"EDA2R","60401"
"EDARADD","128178"
"EDC3","80153"
"EDC4","23644"
"EDEM2","55741"
"EDEM3","80267"
"EDF1","8721"
"EDRF1","26098"
"EEA1","8411"
"EED","8726"
"EEF1A2","1917"
"EEF1B2","1933"
"EEF1D","1936"
"EEF1E1","9521"
"EEF2","1938"
"EEF2K","29904"
"EEFSEC","60678"
"EEPD1","80820"
"EFCAB14","9813"
"EFEMP1","2202"
"EFHD1","80303"
"EFHD2","79180"
"EFL1","79631"
"EFNB1","1947"
"EFNB2","1948"
"EFNB3","1949"
"EFTUD2","9343"
"EGFL7","51162"
"EGFR","1956"
"EGLN1","54583"
"EHBP1","23301"
"EHD1","10938"
"EHD4","30844"
"EHHADH","1962"
"EHMT1","79813"
"EHMT2","10919"
"EI24","9538"
"EID2","163126"
"EIF1AD","84285"
"EIF1AX","1964"
"EIF2A","83939"
